what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363002988883
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363002995589
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1363002996851
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003001498
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003017736
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003039827
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003044789
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003077042
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003418499
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003449848
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003456362
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1363003463664
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1363003465522
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363003466005
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363003468432
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363003473651
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003478032
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003482618
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003488537
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363003494230
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1363003496233
