what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1363083221681
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1363083224459
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1363083234710
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083234733
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083244087
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1363083248085
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083248091
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083250912
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083253642
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083259153
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083297207
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083308519
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083327317
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083327794
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083338212
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1363083344945
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1363083345896
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1363083355953
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083358284
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083358854
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083360628
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083373765
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083417952
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083419050
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083438850
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1363083440784
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1363083441907
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1363083451786
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083455722
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083456371
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083488170
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1363083489989
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.saveAll",1363083497667
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083498074
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083566109
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1363083571951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083571969
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083601780
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083615162
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1363083621583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1363083623302
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083630293
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083633752
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083634204
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083651839
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1363083657997
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083659554
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083660027
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083671181
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1363083675281
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083676498
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083676919
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083705984
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083733268
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083733786
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083745610
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083746948
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083757347
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083784799
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083785359
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083797375
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083803276
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083807604
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083862022
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363083872551
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083874271
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363083963203
