what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158015078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158017332
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158153919
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1363158162282
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363158186867
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158190561
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158209344
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1363158220168
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363158250826
executed,command,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.edit.text.java.add.block.comment",1363158255222
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363158256598
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158260785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158292205
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1363158303013
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1363158304902
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363158305230
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1363158309952
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363158310281
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363158315441
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363158325232
