what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1362974894792
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1362974894816
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1362974894841
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1362974894850
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1362974894850
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1362974894857
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1362974894866
os,sysinfo,,,"linux",1362974894869
arch,sysinfo,,,"x86_64",1362974894869
ws,sysinfo,,,"gtk",1362974894869
locale,sysinfo,,,"en_IN",1362974894869
processors,sysinfo,,,"2",1362974894869
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1362974894869
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1362974894869
java.specification.name,sysinfo,,,"Java Platform API Specification",1362974894869
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362974894869
java.specification.version,sysinfo,,,"1.6",1362974894869
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1362974894869
java.version,sysinfo,,,"1.6.0_24",1362974894869
java.vm.info,sysinfo,,,"mixed mode",1362974894869
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1362974894869
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362974894869
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362974894869
java.vm.specification.version,sysinfo,,,"1.0",1362974894869
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1362974894869
java.vm.version,sysinfo,,,"20.0-b12",1362974894869
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1362974920874
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1362975086130
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1362975088025
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1362975089501
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1362975133966
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1362975171300
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975210721
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975211096
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975211526
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975211927
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975212341
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975213545
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1362975215002
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975218698
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1362975219087
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975234704
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1362975235104
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975236966
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1362975237270
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975246657
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1362975247026
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975249220
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1362975249510
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975263142
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975263465
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975263771
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975264106
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1362975264489
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1362975266113
