what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1363152507865
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1363152514653
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363152515186
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152516833
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152525210
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.delete.line",1363152528625
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363152528910
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152540313
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152611266
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363152636188
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1363152637226
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1363152656174
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1363152664270
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363152676261
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363152695718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152697633
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152715143
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363152731771
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152732928
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1363152745540
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1363152760150
